Datetime,Download (Mbps),Upload (Mbps),Latency (ms),Packet Loss (%)
2026-06-05 13:16:43,9.802015121575337,4.600851364117535,365,0.0
2026-06-05 13:21:19,8.267933091596156,6.346915870634579,357,0.0
2026-06-05 13:24:25,5.835045651150178,6.110358272334503,442,16.7
2026-06-05 13:26:33,10.466702686495767,6.4716829804255775,360,8.3
2026-06-05 13:26:59,8.642596967752942,4.738965623830942,360,0.0
2026-06-05 13:28:57,8.37513849725702,5.697197576777688,367,0.0
